"X" "Y" "red3_sm" "red3_sv" "red7var_sm" "red7var_sv" "green3_sm" "green3_sv" "green7var_sm" "green7var_sv" "blue3_sm" "blue3_sv" "blue7var_sm" "blue7var_sv" "area_sm" "area_sv" "perimeter_sm" "perimeter_sv" "orientation_sm" "orientation_sv" "red_sm" "red_sv" "blue_sm" "blue_sv" "green_sm" "green_sv" "variance_red_sm" "variance_red_sv" "variance_blue_sm" "variance_blue_sv" "variance_green_sm" "variance_green_sv" "intensity_sm" "intensity_sv" "red3_gm" "red3_gv" "red7var_gm" "red7var_gv" "green3_gm" "green3_gv" "green7var_gm" "green7var_gv" "blue3_gm" "blue3_gv" "blue7var_gm" "blue7var_gv" "area_gm" "area_gv" "perimeter_gm" "perimeter_gv" "orientation_gm" "orientation_gv" "red_gm" "red_gv" "blue_gm" "blue_gv" "green_gm" "green_gv" "variance_red_gm" "variance_red_gv" "variance_blue_gm" "variance_blue_gv" "variance_green_gm" "variance_green_gv" "intensity_gm" "intensity_gv" "red3_rm" "red7var_rm" "green3_rm" "green7var_rm" "blue3_rm" "blue7var_rm" "area_rm" "perimeter_rm" "orientation_rm" "red_rm" "blue_rm" "green_rm" "variance_red_rm" "variance_blue_rm" "variance_green_rm" "intensity_rm" "t" "nt" "sample"
"1" -1.73427987295956 -1.72449928376323 -0.235988125842711 32.6380444210595 -2.13882360303422 9.34121130127492 -0.888044866247609 -0.145043506175949 -2.28126395936099 3.41890020498268 0.953447565240998 27.3915402641897 -2.4439821511632 5.64162331002613 -2.71099098282323 7.12358828323628 -2.62447387579729 6.46683252159959 -0.787552027641337 1.02012053409956 -5.10866698157576 11.9733187007405 -2.46410451794694 17.4193272428923 -1.0673676147488 18.9062645286987 0.231408299118793 5.75713056351247 -0.702806168351364 23.1507226662228 -1.53058474929049 17.5618834657141 0.275999497903976 42.7406019600711 -0.0996134762526718 0.515724479015779 -0.475699239423893 -1.5329290915093 -0.411261933268536 -0.533153073958628 -1.09517162912688 -1.16120833884252 -0.624141169413414 5.99461336909481 -0.54701653518546 -1.31200300806159 -0.0170002401959419 -0.964703154591009 -0.133342597635229 -1.18840569784376 -1.05655943764374 2.54330744302727 -1.10090894503991 -0.502067233542176 -0.83104580100113 -0.810098673542986 -1.08205842634737 -1.7489655169535 1.78406657457583 9.91874000247015 -0.90438209182965 1.07844213969122 -1.06484422930168 -1.2016192047726 -0.93922246416145 3.1630621191777 -1.30106695642072 2.07903437239963 2.87655682979021 2.11786083902026 -1.18954574522448 2.19605000602166 0.284980288084041 0.115059226058514 1.62456568170566 -1.53771294256547 -1.22544813490971 -0.466929354717355 -1.66014993843437 -0.842175757040971 0.460458615408389 -0.684242246209612 0 4 "sample_G"
"2" -1.69964831461693 -1.72449928376323 -0.429259100560117 16.6927172062832 -1.75145360395791 6.13183396732903 -0.343774030166527 -0.180642305638335 -1.68765620960415 2.57601762146399 0.45216522448019 13.5140041952283 -2.03759403089409 3.93505019500378 -2.48859303390751 3.90128983578681 -2.40982688198454 3.42333614672282 -0.948865883590641 0.63309970343227 -3.6473286695791 7.29930485044788 -1.68703713876987 9.00732805486879 -0.58507105131504 9.70445826671651 0.201111693943952 1.67075430134076 -0.37674378611053 10.16362567914 -0.962703988463134 8.74789847685463 0.20450089848295 22.1027729480793 -0.259158986240029 1.07401244694829 -0.494040672281671 -1.51591240260133 -0.5657665455485 0.066616284618724 -0.636283480162893 -1.07349011307219 -0.710910060150889 5.50376066693868 -0.555876884229932 -1.29778238086125 -0.178472538292605 -0.309437340677636 -0.286345866989153 -0.7702317989465 -1.03641004850767 2.56677296561417 -1.08375464308249 -1.03140154291694 -0.821433630230418 -0.415869513590019 -1.08852742647687 -1.59423441127427 1.77276862604845 8.71457352976178 -0.916497011593267 0.745448275859737 -1.1002766487449 -1.09292395163642 -0.942677189674434 2.79479768756377 -2.39345600593001 -0.496775374298874 2.11796336833385 0.483603347129229 -2.02849404652746 0.231260332829149 -2.01576533442144 -2.07582979036215 -1.61350644928793 -0.906556537566492 -0.156817239312961 -0.094258246263647 -0.71517339377547 0.165364324394971 -0.0905765575958089 -0.00347057309842775 0 7 "sample_G"
"3" -1.6650167562743 -1.72449928376323 -0.734083319497145 8.24922537546596 -1.44598672526999 4.17539280283451 0.20067642007141 -0.222162508372334 -1.11923566418875 2.59049958425224 -0.0591025694314701 6.53813499998554 -1.68296345012777 3.0696415619786 -2.34365638152119 2.01998027435862 -2.2709418619215 1.66669053398791 -1.11723845845704 0.401958480766562 -2.63265842079178 4.61166669579016 -1.16442741839308 4.47160302008243 -0.310051519262122 4.63061744106472 0.149147180760478 0.25081835434013 -0.178775787888234 4.21136278940653 -0.595022294798678 4.09388255555356 0.0666028156727087 11.5004538114184 -0.437841736934064 1.6125296913102 -0.510137680945114 -1.53933594229276 -0.715444914960398 0.578171108582202 -0.0398949748901297 -0.571099885738629 -0.780348273657689 4.76845592100087 -0.495683642539915 -1.18310235560149 -0.389375584367199 0.268633116493987 -0.486778398002392 -0.353352406387875 -0.974801619456461 2.65605176969168 -0.832891256157788 -1.06289689889653 -0.812001659075008 -0.313379711631155 -1.03505964625753 -1.03958499246303 1.61790251880628 7.65102071682396 -0.937377867644727 0.340208703205042 -1.14692881957066 -1.24791989251543 -0.917649914892437 2.33923642380898 -2.41819293494416 -0.73426362343971 1.43436928791739 0.307146389830285 -2.08271011618538 -0.630638887045856 -1.98533120342231 -2.02612710468423 0.959670891071004 0.651172312768673 1.03946105432862 0.581236233848905 0.336725229420347 0.857274197532663 0.30484973790327 -0.457318355172551 0 5 "sample_G"
"4" -1.63038519793168 -1.72449928376323 -1.12629675876561 4.32414268452235 -1.239378794092 3.26319115407714 0.720566746461844 -0.195086046592671 -0.605773189935314 3.58503222383533 -0.557852066374691 3.37910309091528 -1.40021482114607 2.98323127176636 -2.27859039068838 1.13121790691958 -2.21003405590954 0.854343664134739 -1.28676659696232 0.265237462417432 -2.1599833596157 3.76363537539407 -0.894737214771919 2.51370800995308 -0.244573224209811 2.44370127729577 0.0920868084019716 -0.0960904843434545 -0.0874431403046378 1.8912909094466 -0.424194758409757 2.13095376353855 -0.121047971826689 6.61162406580161 -0.622002882169201 1.98929135777352 -0.544063588287767 -1.49203534479964 -0.856231414625051 0.337243528788471 0.491619059215002 0.434886967088977 -0.846201617609216 3.86671821831441 -0.405260589336163 -0.98002245331553 -0.60373950745628 -0.0511835712327436 -0.699246168399186 -0.465776575955173 -0.929097195696096 2.31692794772078 -0.530453185730264 -0.736665005951024 -0.808479758876648 -0.363983292591705 -0.945237029367931 -0.398380537041633 1.32603939401184 6.7876740230914 -0.968797586282128 -0.0981149408550114 -1.13005712145873 -1.17092251286498 -0.877282636518002 1.69763728908673 -0.382201846828554 0.390088972988244 0.755961057684024 0.857681252109292 -0.353786979800081 0.112756612354602 -0.506071127643024 -0.551349017621394 -1.00617711713628 0.697271289244383 0.917571059767854 0.543009982131695 0.448806275433224 0.728993014918119 0.121377699534101 -0.684242246209612 0 4 "sample_G"
"5" -1.59575363958905 -1.72449928376323 -1.56260547891268 2.73967308875633 -1.12798901524578 2.98509853101524 1.17808092066095 -0.0563911592746683 -0.158370920121454 5.06917099203531 -1.01343868112326 2.09943072698093 -1.19216930933811 3.3263021285325 -2.27608978904077 0.80127434786263 -2.20934259051738 0.558604074326805 -1.4536953995994 0.183240399392747 -2.13558131008356 3.85438908536335 -0.830404768496433 1.95681729635987 -0.344663943074934 1.79693627006736 0.0505595752983914 -0.136527075982802 -0.0708041845895322 1.19375094233571 -0.412646338812266 1.5724508235178 -0.330134413670225 4.66645196155093 -0.825630919862705 2.14672598762838 -0.601160691929061 -1.30828599635314 -0.909006371345324 -0.717566822225131 0.760700506540208 1.29682691561279 -0.934487583855123 2.99525969200439 -0.383917468693763 -0.889692405281285 -0.744024642975439 -1.28037482376927 -0.853523034599024 -1.151936945404 -0.917773253589819 1.92927973305348 -0.359355001106013 -0.411318902466225 -0.81214642494012 -0.385617161999898 -0.870536483846745 -0.156770479332455 1.06359638740902 6.10883579197437 -1.03380868787657 -0.467446349662586 -1.05454612151081 -0.752832040982256 -0.839345669199961 0.842054044800707 0.00305137673961371 -0.00381924743859759 0.0993907292266924 0.0944531152985524 0.0482046090812114 -0.252620988934901 -0.136832183263118 0.166511387450382 0.133203964701054 0.0255015380950311 0.0736367568475427 0.173629277659389 0.555919456318958 0.230350969135272 0.283439284489201 -0.00347057309842775 0 7 "sample_G"
"6" -1.56112208124642 -1.72449928376323 -1.98790303154242 2.25331819828895 -1.09357177696219 2.9703234747741 1.52889103020358 0.190839997424337 0.205020587929789 5.96994985481189 -1.39220531822826 1.67651206185924 -1.05437302800435 3.65301631609839 -2.30485021705886 0.735340772131143 -2.23701526508745 0.499054759256559 -1.61730285536426 0.131262687963531 -2.36104226130336 4.02560627229178 -0.891096391476564 2.1481119107772 -0.533947625149662 1.91682708369763 0.0463258525269257 -0.136385502855211 -0.0906140692670142 1.22296214532966 -0.498652386185319 1.73387629448905 -0.525063987960517 4.17257472120714 -1.00690445631542 1.8309188103579 -0.701513329854549 -1.12156590309056 -0.792039552681338 -0.165216742044509 0.661071857116038 1.31828407052013 -1.02455923015419 2.48936135278655 -0.503997360384241 -1.02934427257732 -0.712242190289431 -1.28778495516089 -0.80144908280212 -0.61004097083647 -0.816739345884977 1.40796018035664 -0.395440523502969 -0.346145393913544 -0.822248410130565 -0.361281540883853 -0.845716648560541 -0.512793893448779 0.858145820393381 5.52761378912498 -1.07871630998372 -0.77188447360164 -0.971284545210287 -0.746431590613935 -0.764631159461847 0.0844905848595556 -2.43670043481817 -0.282889167339939 1.68032331732005 0.823150289099768 -2.1412008220755 -0.24059541874089 -1.80749625998993 -1.74804484250082 -0.529149485381638 0.502897982899009 1.02927626581698 0.948304254620397 0.401669377734012 1.02903015816852 0.637293745511949 1.35807277312394 0 13 "sample_G"
"7" -1.52649052290379 -1.72449928376323 -2.34732570213119 2.24509783341065 -1.11339615276107 2.98536887997243 1.73333895798108 0.517144244927012 0.434519182329532 5.85036493523613 -1.6653724471995 1.62273578210509 -0.987337134312584 3.72085598945249 -2.33003508317406 0.766898068963567 -2.25790419050932 0.526693810087043 -1.78014088338544 0.0946617512677402 -2.6595543014674 3.95006672510641 -0.98833327380638 2.77124920232808 -0.729298527364671 2.44671292483014 0.0976690684651835 -0.134898091782485 -0.109370891373487 1.64698275331393 -0.614900512112251 2.30932006441624 -0.671086138629082 4.37233833601908 -1.1453558069971 0.500517079283308 -0.823263155194 -0.99032050229092 -0.542394589069483 1.36079357076811 0.275289361099015 0.527935171727765 -1.06935548296869 2.70075141992715 -0.779379633166763 -1.17154067560288 -0.504386903030612 -0.921314183465156 -0.575852176611809 0.387632132770051 -0.634301710220594 0.95789956817199 -0.648403134261033 -0.487855252670694 -0.835336058024915 -0.318047568394093 -0.872255721442725 -1.10323377739979 0.684511354607855 4.95349371358029 -1.10887209588937 -1.32355550172167 -0.883932835382574 -1.07074299902432 -0.632008097996412 0.0495469457550608 -2.19189363361211 -1.06092924410847 1.91522007976874 0.554539859746576 -2.23715918249227 -0.75136375584618 -1.31661232613672 -1.39968735581602 -2.22146412404437 1.44055781947547 1.765418108616 1.98531195686792 1.22586771044491 1.78444943314449 1.60510997599548 -0.911166137246674 0 3 "sample_G"
"8" -1.49185896456116 -1.72449928376323 -2.59728625576234 2.36385183636703 -1.16464998589802 2.94921273080348 1.76822760611755 0.891719532931949 0.464494212464399 5.43971230981728 -1.81622991176323 1.67705635611576 -0.994795220428659 3.62978145923726 -2.32162176551887 0.797659027161192 -2.2423233774015 0.5569717459451 -1.947681701306 0.0655136468180278 -2.92528463324628 3.89053843934275 -1.0489904877665 3.57079427335992 -0.863965438386834 3.13581028203602 0.213729545928647 -0.119333154110733 -0.0987880564892748 2.25370166679544 -0.70657254303466 3.05584981255965 -0.74315241830055 4.79711030429444 -1.07956807071867 0.21723235714063 -0.950274212583117 -0.773682929350094 -0.30696518119882 2.66683972252456 0.0400505430257902 -0.221636860939744 -1.09723716021142 3.68134431596627 -1.0900154844499 -1.14921318213358 -0.196368919214155 -0.942302188541695 -0.255905364445498 0.697383653514044 -0.417788842524482 0.804127608506876 -1.04178093617191 -0.583505007467227 -0.842626663564262 -0.392343017217698 -0.968182588092596 -1.2550879682824 0.537448444947669 4.38027496374637 -1.09331572704807 -1.35024248585858 -0.782219289934535 -1.06354058140188 -0.480749813520842 1.12467022823265 -1.13408590040697 -0.921762772264108 0.278028935282457 -0.326544446638627 -0.984417183755821 -0.953675327895865 -2.21765236694115 -2.14107823412236 -0.408734112913702 1.35643678360347 1.4869009530998 1.72146362178263 0.972644841204635 1.40263861897908 1.60274941727017 -0.684242246209612 0 5 "sample_G"
"9" -1.45722740621853 -1.72449928376323 -2.71344869226468 2.3884367631414 -1.22352339718161 2.86622593569009 1.63694027192421 1.27957216254905 0.27537470896899 5.38625720223175 -1.84513981867522 1.6777047901183 -1.0680016920719 3.5406532002476 -2.25966610321623 0.783097986462529 -2.1717540993538 0.551392584382923 -2.12681146117084 0.0404792602368986 -3.10138445495686 4.10083006428002 -1.0335858705659 4.27421205263301 -0.904616964196082 3.73687013826909 0.389045683932103 -0.0924460582103683 -0.0478557571941388 2.80874577468933 -0.745533558630727 3.70509965112867 -0.734099063015039 5.10950617018317 -1.0282810063353 0.470651450906969 -1.03477476774539 -0.487680599255437 -0.0547150843915594 3.73931484828943 0.311020555388933 -0.147672884236198 -1.16460607878626 4.9364640895733 -1.08412970723571 -0.932086493860606 0.107625011517068 -0.540356737939339 0.0280211373119364 0.712070478747748 -0.340921627059455 1.01850471470082 -1.35279425818643 -0.988865331082128 -0.83309596813673 -0.604016018361557 -1.03734141917018 -0.779109824439111 0.465674757064136 3.84495577904631 -1.06211420985127 -0.389003464844505 -0.701149117678027 -0.381657896085722 -0.319777735292819 2.77560371947038 -1.70709255748464 -0.352501796087288 1.48562842012916 0.248317067393745 -1.84379763635591 -0.404417281983051 -1.04548328987854 -1.01068954320939 -0.30501467654485 0.594753313144229 0.692975946060968 0.556193896347424 0.320309061509361 0.405506558942397 -0.165846560230262 -0.684242246209612 0 4 "sample_G"
"10" -1.4225958478759 -1.72449928376323 -2.69346602417574 2.24122899589855 -1.26435285282806 2.7480819464394 1.37272474759235 1.62293096808548 -0.0631985145989225 5.38017184575461 -1.77032818567178 1.55653386677558 -1.17468901073132 3.41419298262935 -2.13622470148918 0.732350614074562 -2.04082813173914 0.517506774528694 -2.3233690377523 0.0189361615800044 -3.15236869265173 4.37793591003039 -0.944110815502472 4.66850326038051 -0.857843847605244 4.05984718579979 0.601637733181535 -0.0696874968315544 0.0338394829948877 3.13176899870463 -0.736063354551771 4.05082444486344 -0.658197107159196 5.13739394498229 -1.03264783894777 0.758621640623967 -1.04369348681532 -0.37840289659574 0.152436086924987 4.23554897267287 0.596618685471444 0.31545734463623 -1.21963196723332 5.54577679343545 -0.899930813438671 -0.139925605194572 0.324224874852264 0.0706949331243165 0.220837421645735 0.499700843767751 -0.231157557248464 1.4921247124383 -1.17280898431686 -0.0387504877200645 -0.832736831798176 -0.707577385617952 -1.07616781727917 -0.218447088795523 0.441461558278909 3.35846013453646 -1.0769989040581 0.271510028743277 -0.608527368097723 0.584093772783069 -0.146231252332194 3.72791291386441 -2.09085333981516 0.259040660596918 -0.208111944946617 1.1155255413704 -0.847198521770202 0.159177313323523 0.446950437097761 0.72342015854069 -0.118938988898287 -1.76652039279147 -1.39008842939853 -2.04975801639358 -2.70885150552177 -1.95639085877802 -2.59218856177029 -1.3650139193208 0 2 "sample_G"
